Year,Delivering_Country,Receiving_Countries,Diplomacy_category,Comments,Source,Latitude,Longitude,Colour
2019,Australia,Papua New Guinea,Visit Diplomacy (Defence),PNG-Australia Partnership,https://twitter.com/ADFinPNG/status/1089046140249464833,-9.506553764,147.158416,Specific
2022,Australia,Papua New Guinea,Military Exercises,Career fuels sapper's dream,https://www.defence.gov.au/news-events/news/2022-10-18/career-fuels-sappers-dream,-9.351015439,147.2725978,Specific
2022,United Kingdom,Fiji,Military Exercises,Exercise Cartwheel 2022 begins,https://fj.usembassy.gov/exercise-cartwheel-2022-begins/,-17.76013723,177.4854108,Specific
2020,New Zealand,Tonga,Military Medical Diplomacy,NZ Navy to deliver medical supplies to Tonga ,https://matangitonga.to/2020/09/11/nz-navy-deliver-medical-supplies-tonga,-21.13021081,-175.1963182,Specific
2023,Australia,Papua New Guinea,Military Exercises,"PNG, Fiji, Tonga participate in Talisman Sabre 2023",https://islandsbusiness.com/news-break/png-fiji-tonga-participate-in-large-scale-military-exercise-in-australia/,-3.559260206,143.6990185,Specific
2023,China,Fiji,Training,RFMF Officers off to China for study,https://twitter.com/ChineseEmb_FJ/status/1695387605893038403,,,Broad
2019,Australia,Tonga,Sports Diplomacy (Defence),Women's Rugby Sevens brings Pacific nations together,https://www.minister.defence.gov.au/media-releases/2019-10-24/womens-rugby-sevens-brings-pacific-nations-together,-21.14152403,-175.2074708,Specific
2020,Australia,Papua New Guinea,Defence Cooperation,The ADF commemorates PNG's 45th Independence Anniversary,https://twitter.com/CDF_Aust/status/1306019973102555139?s=20,,,Broad
2018,France,Vanuatu,Visit Diplomacy (Defence),“Vendémiaire” part of Remembrance commemoration in Port Vila,https://www.dailypost.vu/news/vend-miaire-part-of-remembrance-commemoration-in-port-vila/article_ed076bfe-45e1-56f4-aaa6-7996c8ec55f9.html,-17.73590324,168.3155269,Specific
2023,New Zealand,Solomon Islands,MIL-POL Engagement,NZDF contingent to support Solomon Islands during Pacific Games,https://www.facebook.com/100063553617025/posts/nzdf-contingent-to-support-solomon-islands-during-pacific-gamesa-group-of-new-ze/906064188188693/,-9.428148315,160.0465226,Specific
2018,Australia,Tonga,Visit Diplomacy (Defence),Minister visits the Kingdom of Tonga,https://www.minister.defence.gov.au/media-releases/2018-06-13/minister-visits-kingdom-tonga,-21.13290185,-175.1989749,Specific
2019,Australia,Fiji,Defence Cooperation,Australia and Fiji strengthening defence cooperation,https://www.minister.defence.gov.au/media-releases/2019-12-16/australia-and-fiji-strengthening-defence-cooperation,,,Broad
2023,China,Solomon Islands,Training,Third China's PLT farewelled by RSIPF,https://www.rsipf.gov.sb/?q=node/2743,-9.433018,159.932097,Specific
2023,New Zealand,Fiji,Military Exercises,Exercise Cartwheel 2023,https://twitter.com/RFMF_Defence/status/1702426536702607473,-17.75985391,177.4849893,Specific
2022,China,Tonga,HADR – Disaster Response,Chinese military to deliver disaster relief supplies to Tonga,http://eng.chinamil.com.cn/BILINGUAL/News_209203/10126599.html,-21.13710116,-175.1793675,Specific
2018,Australia,Vanuatu,Military Exercises,Indo-Pacific Endeavour 18 continues to build regional security and stability,https://www.minister.defence.gov.au/media-releases/2018-06-01/indo-pacific-endeavour-18-continues-build-regional-security-and-stability,-17.75426975,168.3060787,Specific
2021,Australia,Papua New Guinea,Defence Infrastructure,Delivery of Soldier Combat Ensemble by the ADF to the PNGDF,https://twitter.com/ADFinPNG/status/1408240778162233346,-3.568893307,143.6476397,Specific
2023,United States of America,Fiji,Military Exercises,The Pacific Partnership 23 Band marched alongside the RFMF and navy for the change of guard ceremony,https://twitter.com/USEmbassySuva/status/1718027445746725158,-18.13436872,178.4268673,Specific
2023,China,Fiji,Defence Cooperation,RFMF strengthens ties with PLA ,https://www.fbcnews.com.fj/news/rfmf-strengthens-ties-with-pla/,-18.1595522,178.4262386,Specific
2019,Australia,Papua New Guinea,Defence Cooperation,Australia and Papua New Guinea further strengthen defence partnership,https://www.minister.defence.gov.au/media-releases/2019-07-22/australia-and-papua-new-guinea-further-strengthen-defence-partnership,,,Broad
2023,Australia,Papua New Guinea,Defence Cooperation,Stronger Together: 50 Years of Defence Cooperation,https://www.youtube.com/watch?v=iN76XB6cLnY,,,Broad
2019,Australia,Solomon Islands,Maritime Security,Australia supports Solomon Islands' security priorities,https://www.minister.defence.gov.au/media-releases/2019-11-08/australia-supports-solomon-islands-security-priorities,-9.429308018,159.9556337,Specific
2023,Australia,Papua New Guinea,Defence Infrastructure,Ceremonial gifting of PAC 750 aircraft to the PNGDF,https://www.minister.defence.gov.au/speeches/2023-11-02/ceremonial-gifting-pac-750-aircraft-pngdf,-9.435405752,147.2170107,Specific
2023,United States of America,Fiji,Training,Second Lieutenant Delai is the first Fijian to graduate from the US Military Academy at West Point,https://www.fijivillage.com/news/Second-Lieutenant-Delai-makes-history---first-Fijian-graduating-from-the-US-Military-Academy-at-West-Point-58rfx4/?fbclid=IwAR0wGmlUTygxzc9pXvNgHqv6M631rO7Vr3KwE_3GMApIV96FbN6Gu2bakgo,,,Broad
2023,Australia,Papua New Guinea,Defence Infrastructure,3 CER celebrates with Manus locals after renovations to infrastructures and classrooms at Lombrum Naval Base,https://www.facebook.com/3rdbrigadeaustralianarmy/videos/3-cer-celebrating-a-job-well-done-with-the-locals-after-six-weeks-on-manus-islan/1144545646523074/,-2.038942593,147.3742663,Specific
2023,Australia,Solomon Islands,MIL-POL Engagement,RSIPF Maritime receives two double cabin land cruiser from Defence Cooperation Program,https://www.rsipf.gov.sb/?q=node/2747,-9.429046897,159.9436391,Specific
2023,Australia,Fiji,Visit Diplomacy (Defence),Fijian PM visits Gallipoli Barracks in Brisbane,https://twitter.com/PatConroy1/status/1715240244621246619,,,Broad
2018,China,Vanuatu,Defence Infrastructure,China eyes Vanuatu military base in plan with global ramifications,https://www.smh.com.au/politics/federal/china-eyes-vanuatu-military-base-in-plan-with-global-ramifications-20180409-p4z8j9.html,-17.76188323,168.3104437,Specific
2021,Australia,Vanuatu,MIL-POL Engagement,Enhanced infrastructure for the Vanuatu Police Force,https://www.minister.defence.gov.au/media-releases/2021-03-11/enhanced-infrastructure-vanuatu-police-force,-17.72405463,168.31598,Specific
2022,Australia,Tonga,Defence Infrastructure,HMAF receives hydrographic equipment through Australian Defence partnership,https://matangitonga.to/2022/12/09/hmaf-receives-hydrographic-equipment-through-australian-defence-partnership,-21.13611593,-175.1882558,Specific
2019,United States of America,Tonga,Training,Multi-national military training in Tongatapu,https://matangitonga.to/2019/08/12/multi-national-military-training-tongatapu,-21.1463177,-175.2527258,Specific
2023,China,Fiji,Visit Diplomacy (Defence),Chinese military delegation joins US-hosted defence conference in Fiji,https://www.reuters.com/business/aerospace-defense/chinese-military-delegation-joins-us-hosted-defence-conference-fiji-2023-08-16/,-18.10843841,177.3218563,Specific
2022,Japan,Tonga,Military Exercises,Japan-Tonga Goodwill Exercise,https://www.mod.go.jp/msdf/en/release/202208/20220823en.pdf,-20.99401009,-175.1193267,Specific
2019,Australia,Tonga,Public Diplomacy,Royal Corps of Musicians in spectacular tattoo with 1500 performers,https://matangitonga.to/2019/10/22/royal-corps-musicians-spectacular-tattoo-1500-performers,-21.13261936,-175.2023115,Specific
2023,United States of America,Vanuatu,HADR – Disaster Response,The USCG deployed a C-130 to aid the disaster relief following the Category 5 Tropical Cyclone LOLA,https://twitter.com/USCGHawaiiPac/status/1719450700978295138?t=FEajIKL6RiDhuJQtjwgdFQ&s=19,-17.70058764,168.31941,Specific
2022,Indonesia,Fiji,Defence Cooperation,RFMF bids farewell to outgoing defence attachés,https://www.rfmf.mil.fj/%f0%9d%97%a5%f0%9d%97%99%f0%9d%97%a0%f0%9d%97%99-%f0%9d%97%95%f0%9d%97%9c%f0%9d%97%97%f0%9d%97%a6-%f0%9d%97%99%f0%9d%97%94%f0%9d%97%a5%f0%9d%97%98%f0%9d%97%aa%f0%9d%97%98%f0%9d%97%9f%f0%9d%97%9f/,-18.1503476,178.4293859,Specific
2023,United States of America,Fiji,Military Exercises,Pacific Partnership 2023 Concludes Another Mission Stop in Fiji,https://fj.usembassy.gov/pacific-partnership-2023-concludes-another-mission-stop-in-fiji/,-18.13265341,178.435068,Specific
2021,Australia,Papua New Guinea,Maritime Security,Paradise patrols strengthen partnership,https://www.defence.gov.au/news-events/news/2021-12-06/paradise-patrols-strengthen-partnership,-9.041792048,149.6781456,Specific
2023,Australia,Tonga,Maritime Security,Surveillance by Australian Defence Plane,https://matangitonga.to/2023/05/25/surveillance-australian-defence-plane,-21.23732536,-175.1490528,Specific
2022,United States of America,Papua New Guinea,Military Exercises,U.S. Army and the Papua New Guinea Defense Force conclude Three-week Joint Military Exercise,https://pg.usembassy.gov/usa-png-tamiok-strike-22/,-3.558675203,143.6932417,Specific
2023,Australia,Tonga,Visit Diplomacy (Defence),ADF Chief visits HMAF of Tonga,https://twitter.com/AustHCTonga/status/1664406534200393728?s=20,-21.13685223,-175.1956198,Specific
2021,Australia,Fiji,Sports Diplomacy (Defence),A show of mateship and quality rugby ,https://www.defence.gov.au/news-events/news/2021-04-20/show-mateship-and-quality-rugby,,,Broad
2023,Australia,Papua New Guinea,Military Exercises,Exercise Pukpuk,https://twitter.com/DefenceAust/status/1683794263396450304,-2.041863346,147.3743466,Specific
2020,New Zealand,Tonga,Defence Infrastructure,NZ delivers PPE and Unimog parts to Tonga,https://www.rnz.co.nz/international/pacific-news/432139/nz-delivers-ppe-and-unimog-parts-to-tonga,-21.24588932,-175.1381302,Specific
2019,Australia,Tonga,Defence Infrastructure,Tonga's King commissions navy's new headquarters building and patrol boat,https://www.looptonga.com/tonga-news/tonga%E2%80%99s-king-commissions-navy%E2%80%99s-new-headquarters-building-and-patrol-boat-87709,-21.1396045,-175.1773177,Specific
2023,Australia,Papua New Guinea,Cultural Diplomacy (Defence),Walking in the footsteps of history ,https://www.contactairlandandsea.com/2023/11/03/walking-in-the-footsteps-of-history/,-8.674456964,148.4130358,Specific
2020,Australia,Papua New Guinea,HADR – Disaster Response,COVID-19 Relief Assistance,https://twitter.com/ADFinPNG/status/1255031732174114816,-9.064879469,143.2099055,Specific
2023,Australia,Solomon Islands,Training,ACMC supports training delivered by the Solomon Islands National Emergency Response Team,https://twitter.com/AustCivMil/status/1653913795146944512,-9.433329888,159.9595961,Specific
2021,Australia,Solomon Islands,Defence Infrastructure,Austal Australia delivers 10th Guardian Class Patrol Boat ,https://www.austal.com/news/austal-australia-delivers-10th-guardian-class-patrol-boat,-9.566945,157.66,Specific
2023,China,Solomon Islands,Cultural Diplomacy (Defence),Hospital Ship Peace Ark engages in cultural exchange with local school in Solomon Islands,http://eng.chinamil.com.cn/CHINA_209163/TopStories_209189/16247106.html,-9.432867703,159.9702519,Specific
2023,China,Fiji,Visit Diplomacy (Defence),PLA's research vessels in Fiji for scientific information ,https://twitter.com/MichaelFieldNZ/status/1727167165336605074/photo/1,-18.13543642,178.4229237,Specific
2023,United States of America,Fiji,Arms control,Addressing war legacies through unexploded ordnance (UXO) assistance,https://www.whitehouse.gov/briefing-room/statements-releases/2023/09/25/fact-sheet-enhancing-the-u-s-pacific-islands-partnership/,,,Broad
2023,Australia,Papua New Guinea,Defence Infrastructure,PNG-Australia Partnership,https://twitter.com/AusHCPNG/status/1637242484731289602,-9.506850691,147.2297793,Specific
2023,China,Fiji,Visit Diplomacy (Defence),Chinese naval ship visits PNG and Fiji for training,https://news.cgtn.com/news/2023-09-04/VHJhbnNjcmlwdDc0Mzc5/index.html,-18.13259769,178.4064848,Specific
2023,Australia,Vanuatu,HADR – Disaster Response,HMAS Canberra arrives in Vanuatu following tropical cyclones Judy and Kevin.,https://twitter.com/DefenceAust/status/1633996132454899713?s=03&t=ylWQ8vLSy24PcuDEUxgCtA,-17.75120154,168.3057925,Specific
2023,China,Tonga,Military Medical Diplomacy,Peace Ark conducts medical rescue drills in W/Pacific,http://eng.chinamil.com.cn/CHINA_209163/TopStories_209189/16235623.html,-21.07355728,-175.1954268,Specific
2023,United Kingdom,Papua New Guinea,Defence Infrastructure,The Bristish Army help renovate a school building in Papua New Guinea,https://www.linkedin.com/posts/australian-army_ausarmy-activity-7112666674939539456-YsKS/?utm_source=share&utm_medium=member_android,-2.045182533,147.3638332,Specific
2018,China,Fiji,Defence Cooperation,China-aided hydrographic survey vessel handed over to Fijian Navy ,http://www.xinhuanet.com/english/2018-12/21/c_137689720.htm,-18.13218586,178.4243049,Specific
2022,Australia,Papua New Guinea,Defence Infrastructure,Papua New Guinea – Air Transport Wing Service road ,https://www.defence.gov.au/defence-activities/programs-initiatives/pacific-engagement/infrastructure/pacific-medium-works-program,-9.43456129,147.2104414,Specific
2023,Japan,Solomon Islands,Military Medical Diplomacy,JSDF medical personnel participated in PacificPartnership 2024 in Solomon Islands,https://twitter.com/JapanJointStaff/status/1731085843228434832,-9.436683343,159.9714705,Specific
2023,United States of America,Solomon Islands,Military Medical Diplomacy,USNS Mercy’s visit to Solomon Islands marks 2nd stop of Pacific Partnership 24-1,https://www.militarynews.com/norfolk-navy-flagship/news/quarterdeck/usns-mercy-s-visit-to-solomon-islands-marks-2nd-stop-of-pacific-partnership-24-1/article_4cc50b08-895c-11ee-bf4d-03c909c46df0.html,-9.429204908,159.9547923,Specific
2022,Australia,Fiji,Military Exercises,Exercise Cartwheel 2022 begins,https://fj.usembassy.gov/exercise-cartwheel-2022-begins/,-17.76013723,177.4854108,Specific
2019,Australia,Tonga,Visit Diplomacy (Defence),Three RAN ships visit Tonga,https://nepituno.to/index.php/others/item/3567-three-royal-australian-navy-ships-and-more-than-600-adf-personnel-to-visit-tonga,-21.12667129,-175.187267,Specific
2023,Australia,Papua New Guinea,Sports Diplomacy (Defence),PNGDF women double score sees off ADF women,https://pnghausbung.com/pngdf-women-double-score-sees-off-adf-women/?feed_id=17082&_unique_id=650e70526cf76,-9.4387557,147.1843764,Specific
2023,China,Fiji,Training,China's navy in Pacific Island ports,https://thediplomat.com/2023/09/chinas-navy-in-pacific-island-ports/,-18.12141593,178.4221667,Specific
2023,United Kingdom,Solomon Islands,Training,UK police experts provide two days’ workshop on Command Awareness in preparation for the PG23 to RSIPF ,https://www.rsipf.gov.sb/?q=node/2748,-9.434181,159.934221,Specific
2022,United States of America,Tonga,Visit Diplomacy (Defence),U.S. Admiral welcomed by HMAF and Acting PM,https://matangitonga.to/2022/09/21/us-admiral-welcomed-hmaf-and-acting-pm,-21.13614125,-175.1998098,Specific
2023,Australia,Papua New Guinea,Visit Diplomacy (Defence),PNG-Australia Defence Cooperation Program,https://png.embassy.gov.au/pmsb/defence.html,-9.436562626,147.1889783,Specific
2021,Australia,Fiji,Cultural Diplomacy (Defence),Ceremony welcomes Fijian soldiers ,https://www.defence.gov.au/news-events/news/2021-04-06/ceremony-welcomes-fijian-soldiers,,,Broad
2022,New Zealand,Tonga,HADR – Disaster Response,NZ Navy ships leave Tonga after relief efforts,https://matangitonga.to/2022/02/14/nz-navy-ships-leave-tonga-after-relief-efforts,-21.1053297,-175.1745191,Specific
2021,Australia,Fiji,HADR – Disaster Response,Post-cyclone assistance in Fiji,https://www.defence.gov.au/news-events/news/2021-01-07/post-cyclone-assistance-fiji,-18.26291575,178.0094938,Specific
2022,Australia,Tonga,HADR – Disaster Response,Working together to support Tonga,https://www.defence.gov.au/news-events/news/2022-02-16/working-together-support-tonga,-21.05495864,-175.2567871,Specific
2023,France,Fiji,Visit Diplomacy (Defence),Fiji to sign defence agreement with France,https://pina.com.fj/2023/09/01/fiji-says-it-will-sign-defence-agreement-with-france/,-18.14942495,178.4283464,Specific
2018,New Zealand,Papua New Guinea,Defence Cooperation,NZDF to provide security support at APEC 2018 in PNG ,https://www.beehive.govt.nz/release/nzdf-provide-security-support-apec-2018-png,-9.48027259,147.1437518,Specific
2021,Australia,Solomon Islands,Maritime Security,Support to the Pacific,https://www.defence.gov.au/news-events/news/2021-03-25/support-pacific,-9.2688,159.938262,Specific
2023,Australia,Papua New Guinea,Cultural Diplomacy (Defence),"Official Opening of the Kokoda Gallery & World War II Exhibition, Port Moresby, Papua New Guinea",https://www.minister.defence.gov.au/speeches/2023-11-03/official-opening-kokoda-gallery-world-war-ii-exhibition-port-moresby-papua-new-guinea,-9.425624,147.190087,Specific
2021,Australia,Papua New Guinea,Defence Infrastructure,The Joint Initiative at Lombrum Naval Base (PNG),https://www.defence.gov.au/defence-activities/programs-initiatives/pacific-engagement/lombrum-naval-base,-2.038847126,147.3667376,Specific
2023,Australia,Papua New Guinea,Cultural Diplomacy (Defence),Sappers from 3 CER enjoying some downtime with the local children in PNG,https://www.facebook.com/3rdbrigadeaustralianarmy/videos/sappers-from-3-cer-enjoying-some-downtime-with-the-local-children-/727020022771104/,-2.044292452,147.3632366,Specific
2018,Australia,Tonga,HADR – Disaster Response,Conclusion of Defence emergency assistance to Tonga and Fiji,https://www.minister.defence.gov.au/media-releases/2018-02-23/conclusion-defence-emergency-assistance-tonga-and-fiji,-21.24182489,-175.1428854,Specific
2023,China,Papua New Guinea,Sports Diplomacy (Defence),The PNG Defense Football team hosted the Chinese Navy Cadet team in Port Moresby,https://www.linkedin.com/posts/loop-png_pngdf-football-friendly-with-chinese-navy-activity-7113397734744756224-JmdX/?utm_source=share&utm_medium=member_android,-9.471906743,147.1904098,Specific
2022,Australia,Fiji,Defence Cooperation,RFMF bids farewell to outgoing defence attachés,https://www.rfmf.mil.fj/%f0%9d%97%a5%f0%9d%97%99%f0%9d%97%a0%f0%9d%97%99-%f0%9d%97%95%f0%9d%97%9c%f0%9d%97%97%f0%9d%97%a6-%f0%9d%97%99%f0%9d%97%94%f0%9d%97%a5%f0%9d%97%98%f0%9d%97%aa%f0%9d%97%98%f0%9d%97%9f%f0%9d%97%9f/,-18.15007522,178.4294561,Specific
2023,Australia,Vanuatu,HADR – Disaster Response,Vanuatu Farewells HMAS Canberra,https://www.dailypost.vu/news/vanuatu-farewells-hmas-canberra/article_a6bcf70c-a33d-5319-9eb8-412a90dc34be.html,-17.73887224,168.2952997,Specific
2023,Australia,Papua New Guinea,Defence Infrastructure,New barracks a symbol of partnership,https://www.defence.gov.au/news-events/news/2023-03-28/new-barracks-symbol-partnership,-9.504990956,147.2276324,Specific
2023,Australia,Papua New Guinea,Training,ADF soldiers taking part in the PNGDF Public Affairs Course,https://twitter.com/taylor____lynch/status/1709086096066527559,-9.470886273,147.1843542,Specific
2023,Japan,Tonga,Visit Diplomacy (Defence),Shiranui welcomes Crown Prince of Tonga,https://matangitonga.to/2023/08/30/shiranui-welcomes-crown-prince-and-princess,-21.13561538,-175.1770984,Specific
2020,Canada,Papua New Guinea,Visit Diplomacy (Defence),Foreign Defence Attaches and Advisers to PNG,https://twitter.com/CDF_PNGDF/status/1232174943367876608,-9.470271211,147.1850075,Specific
2021,Australia,Vanuatu,MIL-POL Engagement,Cook Barracks and Tiroas Barracks Redevelopment (Vanuatu),https://www.defence.gov.au/defence-activities/programs-initiatives/pacific-engagement/vanuatu-infrastructure,-15.51490176,167.2000755,Specific
2023,United States of America,Fiji,Military Exercises,Exercise Cartwheel 2023,https://twitter.com/RFMF_Defence/status/1702426536702607473,-17.75985391,177.4849893,Specific
2023,New Zealand,Fiji,Visit Diplomacy (Defence),Tikoduadua meets with regional Defence Chiefs,https://www.fbcnews.com.fj/news/tikoduadua-meets-with-regional-defence-chiefs/,-18.14572327,178.42434,Specific
2023,United Kingdom,Papua New Guinea,HADR – Disaster Response,Pacific leaders plan disaster relief strategy,https://www.defence.gov.au/news-events/news/2023-10-03/pacific-leaders-plan-disaster-relief-strategy,-9.470884865,147.1843372,Specific
2023,United Kingdom,Papua New Guinea,HADR – Disaster Response,Pacific Partnership in Moem,https://insidepng.com/pacific-partnership-in-moem/,-3.557399134,143.6967542,Specific
2020,Australia,Papua New Guinea,Training,Australia-PNG Defence Cooperation Program,https://twitter.com/ADFinPNG/status/1338220380347977728,-9.467504189,147.1836861,Specific
2020,Australia,Papua New Guinea,Defence Infrastructure,The ADF refleets the PNGDF's vehicle stock to assist with land mobility,https://twitter.com/ADFinPNG/status/1295522561237737472?s=20,-9.480030273,147.1740751,Specific
2023,Australia,Papua New Guinea,Defence Infrastructure,PNG-Australia Partnership,https://twitter.com/ADFinPNG/status/1644286145239613440?s=03&t=vtYCQKwTbT2Lo0ozKD0bzg,-9.348321111,147.2718207,Specific
2023,United States of America,Papua New Guinea,Maritime Security,U.S. and PNG strengthens Maritime Security and Sustainability,https://www.dvidshub.net/news/453375/us-and-papua-new-guinea-strengthen-maritime-security-and-sustainability-through-historic-patrol-deepening-personal-bonds-along-way,-9.538437687,147.1599973,Specific
2023,United Kingdom,Fiji,Sports Diplomacy (Defence),British Army Air Corps Netballers on Sports Tour in Fiji,https://twitter.com/UK_DA_Pacific/status/1723425170205950128,-17.60974,177.45281,Specific
2023,United States of America,Papua New Guinea,Maritime Security,First PNGDF officer in Ship Rider deployment,https://www.postcourier.com.pg/first-pngdf-officer-in-ship-rider-deployment/,-9.470688484,147.1524626,Specific
2023,United States of America,Tonga,Military Exercises,Pacific Partnership Concludes Final 2023 Mission in the Kingdom of Tonga,https://www.pacom.mil/Media/News/News-Article-View/Article/3595119/pacific-partnership-concludes-final-2023-mission-in-the-kingdom-of-tonga/,-21.13130339,-175.1975698,Specific
2020,Japan,Papua New Guinea,Visit Diplomacy (Defence),Foreign Defence Attaches and Advisers to PNG,https://twitter.com/CDF_PNGDF/status/1232174943367876608,-9.470271211,147.1850075,Specific
2023,United States of America,Papua New Guinea,Arms control,Addressing war legacies through unexploded ordnance (UXO) assistance,https://www.whitehouse.gov/briefing-room/statements-releases/2023/09/25/fact-sheet-enhancing-the-u-s-pacific-islands-partnership/,,,Broad
2023,New Zealand,Papua New Guinea,HADR – Disaster Response,Pacific leaders plan disaster relief strategy,https://www.defence.gov.au/news-events/news/2023-10-03/pacific-leaders-plan-disaster-relief-strategy,-9.470884865,147.1843372,Specific
2023,Australia,Papua New Guinea,Military Exercises,RAAF C-17A Aircrafts Engage in Exercise Over PNG Airspace as part of Exercise Global Dexterity 23-2,https://pnghausbung.com/military-aircrafts-engage-in-exercise-over-png-airspace/?feed_id=18351&_unique_id=656c223f9b774,-6.569616768,146.7272057,Specific
2023,Australia,Vanuatu,Defence Cooperation,Stronger Together: 50 Years of Defence Cooperation,https://www.youtube.com/watch?v=iN76XB6cLnY,,,
2023,Australia,Papua New Guinea,Training,Speaking the same language ,https://www.defence.gov.au/news-events/news/2023-11-21/speaking-same-language,-4.198391805,152.1643,Specific
2023,Australia,Fiji,Defence Cooperation,Stronger Together: 50 Years of Defence Cooperation,https://www.youtube.com/watch?v=iN76XB6cLnY,,,Broad
2023,France,Fiji,Defence Cooperation,Fiji and France signed a Status of Forces Agreement (SOFA),https://twitter.com/RFMF_Defence/status/1732287357586735419?t=_HRCYnaiOdDbKhikBFsr5A&s=03,-18.14165933,178.4239339,Specific
2023,Australia,Fiji,Training,Firing all the right questions,https://www.defence.gov.au/news-events/news/2023-10-24/firing-all-right-questions,,,Broad
2023,Australia,Solomon Islands,Cultural Diplomacy (Defence),Repairing erosion firms Pacific bonds,https://www.defence.gov.au/news-events/news/2023-10-11/repairing-erosion-firms-pacific-bonds,-9.421277596,160.0679483,Specific
2018,China,Papua New Guinea,Military Medical Diplomacy,Chinese medical ship treats hundreds in PNG,https://www.rnz.co.nz/international/pacific-news/361932/chinese-medical-ship-treats-hundreds-in-png,-9.481277895,147.1434146,Specific
2023,France,Fiji,Defence Cooperation,France and Fiji strengthen defense ties,https://www.fbcnews.com.fj/news/france-and-fiji-strengthen-defense-ties/,-18.14155244,178.4238304,Specific
2023,New Zealand,Papua New Guinea,HADR – Disaster Response,Pacific Partnership in Moem,https://insidepng.com/pacific-partnership-in-moem/,-3.557399134,143.6967542,Specific
2023,Australia,Solomon Islands,Military Medical Diplomacy,Celebrations and support ahead of Pacific Games,https://www.defence.gov.au/news-events/news/2023-11-10/celebrations-and-support-ahead-pacific-games,-9.421035474,160.0236758,Specific
2018,Australia,Tonga,Military Exercises,Indo-Pacific Endeavour 18 continues to build regional security and stability,https://www.minister.defence.gov.au/media-releases/2018-06-01/indo-pacific-endeavour-18-continues-build-regional-security-and-stability,-21.13031815,-175.1962515,Specific
2022,Australia,Papua New Guinea,Defence Infrastructure,Following in Dad's footsteps,https://www.defence.gov.au/news-events/news/2022-09-24/following-dads-footsteps,-9.349681567,147.2740569,Specific
2022,United States of America,Fiji,Training,Fiji military receives EOD equipment and training from the United States ,https://www.pacom.mil/Media/News/News-Article-View/Article/3138421/fiji-military-receives-eod-equipment-and-training-from-the-united-states/,-18.11696697,178.4396222,Specific
2023,United States of America,Papua New Guinea,HADR – Disaster Response,Pacific leaders plan disaster relief strategy,https://www.defence.gov.au/news-events/news/2023-10-03/pacific-leaders-plan-disaster-relief-strategy,-9.470884865,147.1843372,Specific
2023,United States of America,Fiji,Maritime Security,The US Army are in Fiji to perform hydrographic survey operations with the Fijian Navy ,https://twitter.com/USEmbassySuva/status/1717481229292044597?t=sWMDihzaPkHmGAyWVnc_PQ&s=03,-17.686022,178.837976,Specific
2022,Australia,Papua New Guinea,Military Exercises,Familiar faces come together in PNG,https://www.defence.gov.au/news-events/news/2022-10-07/familiar-faces-come-together-png,-9.349363978,147.2720828,Specific
2019,Australia,Vanuatu,Sports Diplomacy (Defence),Women's Rugby Sevens brings Pacific nations together,https://www.minister.defence.gov.au/media-releases/2019-10-24/womens-rugby-sevens-brings-pacific-nations-together,,,Broad
2023,Australia,Papua New Guinea,Defence Cooperation,Aust-PNG agreement going through treaty committee in Australia,https://www.postcourier.com.pg/aust-png-agreement-going-through-treaty-committee-in-australia/,-9.434064203,147.2195792,Specific
2018,Australia,Papua New Guinea,Defence Infrastructure,First Guardian Class patrol boat gifted to PNG,https://www.minister.defence.gov.au/media-releases/2018-11-30/first-guardian-class-patrol-boat-gifted-png,-9.470729886,147.151588,Specific
2023,United States of America,Papua New Guinea,Military Medical Diplomacy,US army medical corp starts work with Port Moresby hospital ,https://www.postcourier.com.pg/us-army-medical-corp-starts-work-with-port-moresby-hospital/,-9.476012902,147.1952431,Specific
2022,Australia,Papua New Guinea,Defence Infrastructure,Papua New Guinea – Moem Barracks Live-in Accommodation,https://www.defence.gov.au/defence-activities/programs-initiatives/pacific-engagement/infrastructure/pacific-medium-works-program,-3.560335254,143.698588,Specific
2020,Australia,Papua New Guinea,Military Exercises,ADF personnel provide advise to members of PNGDF's 2 RPIR on Mission Readiness Exercise ,https://twitter.com/ADFinPNG/status/1288740730324705280?s=20,-6.641103751,146.986438,Specific
2020,United Kingdom,Papua New Guinea,Training,South Pacific Strategic Leadership Program delivered across six time zones,https://www.cranfield.ac.uk/press/news-2020/south-pacific-strategic-leadership-programme-delivered-across-six-time-zones,,,Broad
2023,China,Papua New Guinea,Training,China's navy in Pacific Island ports,https://thediplomat.com/2023/09/chinas-navy-in-pacific-island-ports/,-9.468034649,147.1423132,Specific
2018,Australia,Papua New Guinea,Military Exercises,Regional Ties Strengthened As Exercise Kakadu Wraps Up In the Top End,https://www.minister.defence.gov.au/media-releases/2018-09-13/regional-ties-strengthened-exercise-kakadu-wraps-top-end,-3.558526404,143.6989626,Specific
2023,Australia,Papua New Guinea,Training,PNG-Australia Partnership,https://twitter.com/ADFinPNG/status/1644534500444233728?s=03&t=B05NOuy3yyvUDp3IiB0hDQ,-9.349097095,147.2761814,Specific
2018,China,Papua New Guinea,Military Medical Diplomacy,Chinese medical ship ends visit to Papua New Guinea with emergency rescue drills,http://eng.chinamil.com.cn/CHINA_209163/TopStories_209189/15986133.html,-9.492783516,147.0675877,Specific
